Slc2a1	37.2758508468032
Ndrg1	29.5682522764845
Ero1a	27.594172910552
Pdk1	25.2544884788897
Hk2	24.8912149271632
Ak4	24.8418757570586
Gpi-ps	24.3806664912415
Itpk1	24.1068414684338
Scara5	-24.1053636174778
Gpi1	23.0720630847896
Cidea	22.8945563828166
Gm5537	22.2158795323616
Pfkl	21.9211431595574
Gbe1	21.8812594348812
Pfkp	21.6461732182717
Rspo2	-21.1638615750406
Pgk1-rs7	21.0043578321918
Bst2	21.0020709252282
P4ha1	20.7167591510766
Gm16439	20.0491420136726
Egln1	19.8466321890474
Mxi1	19.7265281405916
Bnip3	19.6145976941013
Bhlhe40	19.5278597593641
Txnip	19.1645817916039
Acer2	19.0826842349466
Cd36	18.8935273763537
Col3a1	-18.872995187466
Coro6	18.8057077018286
Ptn	-18.3515001564546
Gys1	18.2767692038224
Gm12671	18.246871286611
Lonp1	18.1838931766456
Stbd1	18.0023794139717
Gm2606	17.8340193203509
Mest	-17.7777633157042
Gapdh	17.7663112542933
Gm14760	17.6287822303231
Timp2	-17.3268823602713
Fstl1	-17.2708302715363
Plod1	16.8808912568835
Thbd	-16.7199203559047
Gm6532	16.1426037210219
Nkd1	-15.9231637986
Ddit4	15.7450080034058
Pgm1	15.7171255274762
Ffar4	15.4345611969317
Scara3	-15.4303835882963
Ugp2	15.4283711804488
Nampt	15.398942594455
Igf1	-15.3583004069001
Egln3	15.1211407250269
Gm10359	14.924322317865
Igfbp5	-14.9007669361026
Pgk1	14.8743242795995
Serpine1	14.7311006202858
Gm12070	14.3658545898835
Osr1	-14.3654448316693
Gapdh-ps16	14.3350875988965
Eno1b	14.2112250117219
Pgam1-ps2	14.015874198713
Tpi1	14.004647353417
C9orf72	13.987015159742
Atf3	13.8862993017008
Gm12537	13.792715758234
Rdh16	13.730147285974
Gm13394	13.6368014199017
Fam162a	13.6048748738967
Tpi-rs11	13.6041805250685
Calcrl	-13.5549148688398
Gm7336	13.5422707880788
Aifm2	13.5110058782592
Gm2451	13.5080766438783
Adgrl1	-13.4499187439882
Cfap410	13.4263888706626
Cdo1	13.2193899385093
Islr	-13.1337683134066
Scd3	12.9910743445589
Pros1	-12.9775924484683
P4ha2	12.8960426897449
Pim1	12.8928971085338
Tgm2	12.8525665834529
Rhou	12.8448672924893
Hilpda	12.8013791964085
Bsg	12.7928304543937
Pdk4	12.7825471845485
Ces1d	12.7639958946826
Aldh6a1	12.7602599904093
Nr4a1	12.7245872140604
Pkm	12.6121565294038
Vegfa	12.5894483293239
Gm12033	12.5796702228148
Hspa9	12.5729788015578
Pde3b	12.5606645231545
Cyb5r1	12.4204019830183
Ppp1r15a	12.4154051748954
Cxcl12	-12.4004186083736
Clec3b	-12.3793121175061
Gm5559	12.2867476550858
Ccdc80	-12.2340931838957
Zfand2a	12.2260625896157
Ldha	12.1961858384907
Fosl1	12.1958566919677
Higd1a	12.1732033565295
Golm2	-12.1538684436645
Gm9790	12.12084180932
Cs	12.0674185932566
Aco2	12.0405251236213
Bgn	-12.0404451004018
Fbln5	-12.0043618275467
Peg10	11.984660888028
Gm3534	11.9755391263804
Cd276	-11.9628359872118
Bmp1	-11.9159749287516
Gm2574	11.9156431359777
Snai2	-11.9066638787968
Trib3	11.8920356445146
Sqle	11.8710575603832
Pgm5	-11.8165393336902
Fam43a	-11.7814056416833
Sfrp2	-11.7810356434407
Gm4735	11.7702615062079
Trarg1	11.7510689133012
Mrc2	-11.6869475277173
Spp1	11.6752867583331
Phospho1	11.6607984075373
Bmp4	-11.6563173170104
Parm1	11.6177037674787
Gm13464	11.6091068898749
Obsl1	-11.6048854982075
Acsl3	11.5925975645735
Ppp2r5a	11.590261934163
Tcf7l2	-11.5245207568297
Ces1f	11.4982239096151
Acot2	11.490912863027
